Simplified	Traditional	HTML pinyin	HTML meaning	Counter		Homophones	HSK lv	Hanzi lv	All Hanzi lv
横	橫	<span class="tone2">héng</span>	<ol><li>horizontal</li> <li>across</li> <li>(horizontal character stroke)</li></ol>				HSK_Level_6	27	[27]
孤独	孤獨	<span class="tone1">gū</span> <span class="tone2">dú</span>	<ol><li>lonely</li> <li>solitary</li></ol>				HSK_Level_6	27	[27, 12]
孤立		<span class="tone1">gū</span> <span class="tone4">lì</span>	<ol><li>isolate</li> <li>isolated</li></ol>				HSK_Level_6	27	[27, 2]
零星		<span class="tone2">líng</span> <span class="tone1">xīng</span>	<ol><li>fragmentary</li> <li>random</li> <li>bits and pieces</li> <li>sporadic</li></ol>				HSK_Level_6	27	[27, 14]
辩护	辯護	<span class="tone4">biàn</span> <span class="tone4">hù</span>	<ol><li>to speak in defense of</li> <li>to argue in favor of</li> <li>to defend</li> <li>to plead</li></ol>				HSK_Level_6	27	[27, 13]
辩解	辯解	<span class="tone4">biàn</span> <span class="tone3">jiě</span>	<ol><li>to explain</li> <li>to justify</li> <li>to defend (a point of view etc)</li> <li>to provide an explanation</li> <li>to try to defend oneself</li></ol>				HSK_Level_6	27	[27, 5]
辩证	辯證	<span class="tone4">biàn</span> <span class="tone4">zhèng</span>	<ol><li>to investigate</li> <li>dialectical</li></ol>				HSK_Level_6	27	[27, 7]
胸怀	胸懷	<span class="tone1">xiōng</span> <span class="tone2">huái</span>	<ol><li>one's bosom (the seat of emotions)</li> <li>breast</li> <li>broad-minded and open</li> <li>to think about</li> <li>to cherish</li></ol>				HSK_Level_6	27	[27, 18]
废除	廢除	<span class="tone4">fèi</span> <span class="tone2">chú</span>	<ol><li>to abolish</li> <li>to abrogate</li> <li>to repeal</li></ol>				HSK_Level_6	27	[27, 10]
凶恶	兇惡	<span class="tone1">xiōng</span> <span class="tone4">è</span>	<ol><li>fierce</li> <li>ferocious</li> <li>fiendish</li> <li>frightening</li></ol>				HSK_Level_6	27	[27, 19]
凶手	兇手	<span class="tone1">xiōng</span> <span class="tone3">shǒu</span>	<ol><li>murderer</li> <li>assassin</li></ol>				HSK_Level_6	27	[27, 3]
奉献	奉獻	<span class="tone4">fèng</span> <span class="tone4">xiàn</span>	<ol><li>to offer respectfully</li> <li>to consecrate</li> <li>to dedicate</li> <li>to devote</li></ol>				HSK_Level_6	27	[27, 25]
丧失	喪失	<span class="tone4">sàng</span> <span class="tone1">shī</span>	<ol><li>to lose</li> <li>to forfeit</li></ol>				HSK_Level_6	27	[27, 8]
苦尽甘来	苦盡甘來	<span class="tone3">kǔ</span> <span class="tone4">jìn</span> <span class="tone1">gān</span> <span class="tone2">lái</span>	<ol><li>bitterness finishes, sweetness begins (idiom); the hard times are over, the good times just beginning</li></ol>				HSK_Level_6	27	[11, 8, 27, 4]
井		<span class="tone3">jǐng</span>	<ol><li>a well</li> <li>neat</li> <li>orderly</li></ol>	口(<span class="tone3">kǒu</span>)			HSK_Level_6	27	[27]
番		<span class="tone1">fān</span>	<ol><li>foreign country</li> <li>foreigner</li> <li>foreign (non-Chinese)</li> <li>barbarian</li> <li>classifier for occurrences (of an action or deed)</li> <li>-fold (as in twofold etc)</li> <li>kind</li> <li>sort</li></ol>			<span class="nobr">翻</span>	HSK_Level_6	27	[27]
崇拜		<span class="tone2">chóng</span> <span class="tone4">bài</span>	<ol><li>to worship</li> <li>adoration</li></ol>				HSK_Level_6	27	[27, 25]
崇高		<span class="tone2">chóng</span> <span class="tone1">gāo</span>	<ol><li>majestic</li> <li>sublime</li></ol>				HSK_Level_6	27	[27, 2]
崇敬		<span class="tone2">chóng</span> <span class="tone4">jìng</span>	<ol><li>to revere</li> <li>to venerate</li> <li>high esteem</li></ol>				HSK_Level_6	27	[27, 21]
同胞		<span class="tone2">tóng</span> <span class="tone1">bāo</span>	<ol><li>born of the same parents</li> <li>sibling</li> <li>fellow citizen</li> <li>compatriot</li></ol>				HSK_Level_6	28	[1, 28]
安详	安詳	<span class="tone1">ān</span> <span class="tone2">xiáng</span>	<ol><li>serene</li></ol>				HSK_Level_6	28	[1, 28]
分裂		<span class="tone1">fēn</span> <span class="tone4">liè</span>	<ol><li>to split up</li> <li>to divide</li> <li>to break up</li> <li>fission</li> <li>schism</li></ol>				HSK_Level_6	28	[3, 28]
动荡	動蕩	<span class="tone4">dòng</span> <span class="tone4">dàng</span>	<ol><li>unrest (social or political)</li> <li>turmoil</li> <li>upheaval</li> <li>commotion</li></ol>				HSK_Level_6	28	[3, 28]
权衡	權衡	<span class="tone2">quán</span> <span class="tone2">héng</span>	<ol><li>to weigh</li> <li>to consider</li> <li>to assess</li> <li>to balance</li> <li>to trade-off</li></ol>				HSK_Level_6	28	[10, 28]
干扰	干擾	<span class="tone1">gān</span> <span class="tone3">rǎo</span>	<ol><li>to disturb</li> <li>to interfere</li> <li>perturbation</li> <li>interference (physics)</li></ol>				HSK_Level_6	28	[10, 28]
挥霍	揮霍	<span class="tone1">huī</span> <span class="tone4">huò</span>	<ol><li>to squander money</li> <li>extravagant</li> <li>prodigal</li> <li>free and easy</li> <li>agile</li></ol>				HSK_Level_6	28	[12, 28]
灵敏	靈敏	<span class="tone2">líng</span> <span class="tone3">mǐn</span>	<ol><li>smart</li> <li>clever</li> <li>sensitive</li> <li>keen</li> <li>quick</li> <li>sharp</li></ol>				HSK_Level_6	28	[13, 28]
细胞	細胞	<span class="tone4">xì</span> <span class="tone1">bāo</span>	<ol><li>cell (biology)</li></ol>				HSK_Level_6	28	[14, 28]
赞叹	贊嘆	<span class="tone4">zàn</span> <span class="tone4">tàn</span>	<ol><li>to sigh or gasp in admiration</li> <li>high praise</li></ol>				HSK_Level_6	28	[24, 28]
振奋	振奮	<span class="tone4">zhèn</span> <span class="tone4">fèn</span>	<ol><li>to stir oneself up</li> <li>to raise one's spirits</li> <li>to inspire</li></ol>				HSK_Level_6	28	[25, 28]
障碍	障礙	<span class="tone4">zhàng</span> <span class="tone4">ài</span>	<ol><li>barrier</li> <li>obstruction</li> <li>hindrance</li> <li>impediment</li> <li>obstacle</li></ol>				HSK_Level_6	28	[25, 28]
阻碍	阻礙	<span class="tone3">zǔ</span> <span class="tone4">ài</span>	<ol><li>to obstruct</li> <li>to hinder</li> <li>to block</li> <li>obstruction</li> <li>hindrance</li></ol>				HSK_Level_6	28	[25, 28]
珍珠		<span class="tone1">zhēn</span> <span class="tone1">zhū</span>	<ol><li>pearl</li></ol>	颗|顆(<span class="tone1">kē</span>)			HSK_Level_6	28	[27, 28]
轰动	轟動	<span class="tone1">hōng</span> <span class="tone4">dòng</span>	<ol><li>to cause a sensation</li> <li>to create a stir in (a place)</li> <li>commotion</li> <li>controversy</li></ol>				HSK_Level_6	28	[28, 3]
撤退		<span class="tone4">chè</span> <span class="tone4">tuì</span>	<ol><li>to retreat</li></ol>				HSK_Level_6	28	[28, 14]
撤销	撤銷	<span class="tone4">chè</span> <span class="tone1">xiāo</span>	<ol><li>to repeal</li> <li>to revoke</li> <li>(computing) to undo</li></ol>				HSK_Level_6	28	[28, 20]
杜绝	杜絕	<span class="tone4">dù</span> <span class="tone2">jué</span>	<ol><li>to put an end to</li></ol>				HSK_Level_6	28	[28, 15]
奔波		<span class="tone1">bēn</span> <span class="tone1">bō</span>	<ol><li>to rush about</li> <li>to be constantly on the move</li></ol>				HSK_Level_6	28	[28, 12]
叹气	嘆氣	<span class="tone4">tàn</span> <span class="tone4">qì</span>	<ol><li>to sigh</li> <li>to heave a sigh</li></ol>				HSK_Level_6	28	[28, 5]
愈		<span class="tone4">yù</span>	<ol><li>the more...(the more...)</li> <li>to recover</li> <li>to heal</li> <li>better</li></ol>			<span class="nobr">玉</span>	HSK_Level_6	28	[28]
罢工	罷工	<span class="tone4">bà</span> <span class="tone1">gōng</span>	<ol><li>a strike</li> <li>to go on strike</li></ol>				HSK_Level_6	28	[28, 1]
恰当	恰當	<span class="tone4">qià</span> <span class="tone4">dàng</span>	<ol><li>appropriate</li> <li>suitable</li></ol>				HSK_Level_6	28	[28, 4]
恰到好处	恰到好處	<span class="tone4">qià</span> <span class="tone4">dào</span> <span class="tone3">hǎo</span> <span class="tone4">chù</span>	<ol><li>it's just perfect</li> <li>it's just right</li></ol>				HSK_Level_6	28	[28, 3, 1, 2]
恰巧		<span class="tone4">qià</span> <span class="tone3">qiǎo</span>	<ol><li>fortunately</li> <li>unexpectedly</li> <li>by coincidence</li></ol>				HSK_Level_6	28	[28, 23]
忠诚	忠誠	<span class="tone1">zhōng</span> <span class="tone2">chéng</span>	<ol><li>devoted</li> <li>loyal</li> <li>fidelity</li> <li>loyalty</li></ol>				HSK_Level_6	28	[28, 21]
忠实	忠實	<span class="tone1">zhōng</span> <span class="tone2">shí</span>	<ol><li>faithful</li></ol>				HSK_Level_6	28	[28, 4]
荒唐		<span class="tone1">huāng</span> <span class="tone2">táng</span>	<ol><li>beyond belief</li> <li>preposterous</li> <li>absurd</li> <li>intemperate</li> <li>dissipated</li></ol>				HSK_Level_6	28	[28, 18]
津津有味		<span class="tone1">jīn</span> <span class="tone1">jīn</span> <span class="tone3">yǒu</span> <span class="tone4">wèi</span>	<ol><li>with keen interest pleasure (idiom); with gusto</li> <li>to relish</li> <li>eagerly</li> <li>with great interest</li></ol>				HSK_Level_6	28	[28, 28, 1, 16]
摸索		<span class="tone1">mō</span> <span class="tone5">suo</span>	<ol><li>to feel about</li> <li>to grope about</li> <li>to fumble</li> <li>to do things slowly</li></ol>				HSK_Level_6	28	[28, 20]
堆积	堆積	<span class="tone1">duī</span> <span class="tone1">jī</span>	<ol><li>to pile up</li> <li>to heap</li> <li>accumulation</li></ol>				HSK_Level_6	28	[28, 13]
矿产	礦產	<span class="tone4">kuàng</span> <span class="tone3">chǎn</span>	<ol><li>minerals</li></ol>				HSK_Level_6	28	[28, 5]
扎		<span class="tone1">zhā</span>	<ol><li>to prick</li> <li>to run or stick (a needle etc) into</li> <li>jug (a classifier for liquids such as beer)</li></ol>			<span class="nobr">渣</span>	HSK_Level_6	28	[28]
扎实	扎實	<span class="tone1">zhā</span> <span class="tone5">shi</span>	<ol><li>strong</li> <li>solid</li> <li>sturdy</li> <li>firm</li> <li>practical</li></ol>				HSK_Level_6	28	[28, 4]
岩石		<span class="tone2">yán</span> <span class="tone2">shí</span>	<ol><li>rock</li></ol>				HSK_Level_6	28	[28, 6]
根深蒂固		<span class="tone1">gēn</span> <span class="tone1">shēn</span> <span class="tone4">dì</span> <span class="tone4">gù</span>	<ol><li>deep-rooted (problem etc)</li></ol>				HSK_Level_6	28	[9, 9, 28, 17]
殖民地		<span class="tone2">zhí</span> <span class="tone2">mín</span> <span class="tone4">dì</span>	<ol><li>colony</li></ol>				HSK_Level_6	28	[28, 5, 2]
幅度		<span class="tone2">fú</span> <span class="tone4">dù</span>	<ol><li>width</li> <li>extent</li> <li>range</li> <li>scope</li></ol>				HSK_Level_6	28	[28, 4]
扰乱	擾亂	<span class="tone3">rǎo</span> <span class="tone4">luàn</span>	<ol><li>to disturb</li> <li>to perturb</li> <li>to harass</li></ol>				HSK_Level_6	28	[28, 16]
宪法	憲法	<span class="tone4">xiàn</span> <span class="tone3">fǎ</span>	<ol><li>constitution (of a country)</li></ol>	部(<span class="tone4">bù</span>)			HSK_Level_6	28	[28, 3]
拖延		<span class="tone1">tuō</span> <span class="tone2">yán</span>	<ol><li>to delay</li> <li>to put off</li> <li>to procrastinate</li></ol>				HSK_Level_6	28	[28, 21]
摄氏度	攝氏度	<span class="tone4">shè</span> <span class="tone4">shì</span> <span class="tone4">dù</span>	<ol><li>degrees centigrade</li></ol>				HSK_Level_6	28	[28, 27, 4]
起伏		<span class="tone3">qǐ</span> <span class="tone2">fú</span>	<ol><li>to move up and down</li> <li>to undulate</li> <li>ups and downs</li></ol>				HSK_Level_6	29	[2, 29]
无偿	無償	<span class="tone2">wú</span> <span class="tone2">cháng</span>	<ol><li>free</li> <li>no charge</li> <li>at no cost</li></ol>				HSK_Level_6	29	[3, 29]
无穷无尽	無窮無盡	<span class="tone2">wú</span> <span class="tone2">qióng</span> <span class="tone2">wú</span> <span class="tone4">jìn</span>	<ol><li>endless</li> <li>boundless</li> <li>infinite</li></ol>				HSK_Level_6	29	[3, 29, 3, 8]
神仙		<span class="tone2">shén</span> <span class="tone1">xiān</span>	<ol><li>Daoist immortal</li> <li>supernatural entity</li> <li>(in modern fiction) fairy, elf, leprechaun etc</li> <li>fig. lighthearted person</li></ol>				HSK_Level_6	29	[4, 29]
间隔	間隔	<span class="tone4">jiàn</span> <span class="tone2">gé</span>	<ol><li>compartment</li> <li>gap</li> <li>interval</li> <li>to divide</li></ol>				HSK_Level_6	29	[5, 29]
通俗		<span class="tone1">tōng</span> <span class="tone2">sú</span>	<ol><li>common</li> <li>everyday</li> <li>average</li></ol>				HSK_Level_6	29	[5, 29]
部署		<span class="tone4">bù</span> <span class="tone3">shǔ</span>	<ol><li>to dispose</li> <li>to deploy</li> <li>deployment</li></ol>				HSK_Level_6	29	[5, 29]
文凭	文憑	<span class="tone2">wén</span> <span class="tone2">píng</span>	<ol><li>diploma</li></ol>				HSK_Level_6	29	[5, 29]
直径	直徑	<span class="tone2">zhí</span> <span class="tone4">jìng</span>	<ol><li>diameter</li></ol>				HSK_Level_6	29	[6, 29]
火箭		<span class="tone3">huǒ</span> <span class="tone4">jiàn</span>	<ol><li>rocket</li></ol>	枚(<span class="tone2">méi</span>)			HSK_Level_6	29	[6, 29]
边缘	邊緣	<span class="tone1">biān</span> <span class="tone2">yuán</span>	<ol><li>edge</li> <li>fringe</li> <li>verge</li> <li>brink</li> <li>periphery</li> <li>marginal</li> <li>borderline</li></ol>				HSK_Level_6	29	[8, 29]
队伍	隊伍	<span class="tone4">duì</span> <span class="tone3">wǔ</span>	<ol><li>ranks</li> <li>troops</li> <li>queue</li> <li>line</li> <li>procession</li></ol>	个|個(<span class="tone4">gè</span>), 支(<span class="tone1">zhī</span>), 条|條(<span class="tone2">tiáo</span>)			HSK_Level_6	29	[9, 29]
收缩	收縮	<span class="tone1">shōu</span> <span class="tone1">suō</span>	<ol><li>to pull back</li> <li>to shrink</li> <li>to contract</li> <li>(physiology) systole</li></ol>				HSK_Level_6	29	[10, 29]
干劲	幹勁	<span class="tone4">gàn</span> <span class="tone4">jìn</span>	<ol><li>enthusiasm for doing sth</li></ol>				HSK_Level_6	29	[10, 29]
习俗	習俗	<span class="tone2">xí</span> <span class="tone2">sú</span>	<ol><li>custom</li> <li>tradition</li> <li>local tradition</li> <li>convention</li></ol>				HSK_Level_6	29	[12, 29]
层出不穷	層出不窮	<span class="tone2">céng</span> <span class="tone1">chū</span> <span class="tone4">bù</span> <span class="tone2">qióng</span>	<ol><li>more and more emerge</li> <li>innumerable succession</li> <li>breeding like flies (idiom)</li></ol>				HSK_Level_6	29	[13, 3, 4, 29]
防御	防禦	<span class="tone2">fáng</span> <span class="tone4">yù</span>	<ol><li>defense</li> <li>to defend</li></ol>				HSK_Level_6	29	[14, 29]
压缩	壓縮	<span class="tone1">yā</span> <span class="tone1">suō</span>	<ol><li>to compress</li> <li>compression</li></ol>				HSK_Level_6	29	[16, 29]
田径	田徑	<span class="tone2">tián</span> <span class="tone4">jìng</span>	<ol><li>track and field (athletics)</li></ol>				HSK_Level_6	29	[16, 29]
补偿	補償	<span class="tone3">bǔ</span> <span class="tone2">cháng</span>	<ol><li>to compensate</li> <li>to make up</li></ol>				HSK_Level_6	29	[17, 29]
评估	評估	<span class="tone2">píng</span> <span class="tone1">gū</span>	<ol><li>to evaluate</li> <li>to assess</li> <li>assessment</li> <li>evaluation</li></ol>				HSK_Level_6	29	[19, 29]
含糊		<span class="tone2">hán</span> <span class="tone5">hu</span>	<ol><li>ambiguous</li> <li>vague</li> <li>careless</li> <li>perfunctory</li></ol>				HSK_Level_6	29	[19, 29]
忍耐		<span class="tone3">rěn</span> <span class="tone4">nài</span>	<ol><li>to show restraint</li> <li>to repress (anger etc)</li> <li>to exercise patience</li></ol>				HSK_Level_6	29	[22, 29]
途径	途徑	<span class="tone2">tú</span> <span class="tone4">jìng</span>	<ol><li>way</li> <li>channel</li></ol>				HSK_Level_6	29	[23, 29]
盘旋	盤旋	<span class="tone2">pán</span> <span class="tone2">xuán</span>	<ol><li>to spiral</li> <li>to circle</li> <li>to go around</li> <li>to hover</li> <li>to orbit</li></ol>				HSK_Level_6	29	[23, 29]
宇宙		<span class="tone3">yǔ</span> <span class="tone4">zhòu</span>	<ol><li>universe</li> <li>cosmos</li></ol>				HSK_Level_6	29	[23, 29]
债券	債券	<span class="tone4">zhài</span> <span class="tone4">quàn</span>	<ol><li>bond</li> <li>debenture</li></ol>				HSK_Level_6	29	[25, 29]
桥梁	橋梁	<span class="tone2">qiáo</span> <span class="tone2">liáng</span>	<ol><li>bridge</li> <li>fig. connection between two areas</li></ol>				HSK_Level_6	29	[26, 29]
仁慈		<span class="tone2">rén</span> <span class="tone2">cí</span>	<ol><li>benevolent</li> <li>charitable</li> <li>kind</li> <li>kindly</li> <li>kindness</li> <li>merciful</li></ol>				HSK_Level_6	29	[26, 29]
倾听	傾聽	<span class="tone1">qīng</span> <span class="tone1">tīng</span>	<ol><li>to listen attentively</li></ol>				HSK_Level_6	29	[29, 9]
倾向	傾向	<span class="tone1">qīng</span> <span class="tone4">xiàng</span>	<ol><li>trend</li> <li>tendency</li> <li>orientation</li></ol>				HSK_Level_6	29	[29, 1]
缘故	緣故	<span class="tone2">yuán</span> <span class="tone4">gù</span>	<ol><li>reason</li> <li>cause</li></ol>				HSK_Level_6	29	[29, 11]
繁华	繁華	<span class="tone2">fán</span> <span class="tone2">huá</span>	<ol><li>flourishing</li> <li>bustling</li></ol>				HSK_Level_6	29	[29, 8]
繁忙		<span class="tone2">fán</span> <span class="tone2">máng</span>	<ol><li>busy</li> <li>bustling</li></ol>				HSK_Level_6	29	[29, 17]
繁体字	繁體字	<span class="tone2">fán</span> <span class="tone3">tǐ</span> <span class="tone4">zì</span>	<ol><li>traditional Chinese character</li></ol>				HSK_Level_6	29	[29, 4, 6]
聚精会神	聚精會神	<span class="tone4">jù</span> <span class="tone1">jīng</span> <span class="tone4">huì</span> <span class="tone2">shén</span>	<ol><li>to concentrate one's attention (idiom)</li></ol>				HSK_Level_6	29	[29, 10, 3, 4]
隔离	隔離	<span class="tone2">gé</span> <span class="tone2">lí</span>	<ol><li>to separate</li> <li>to isolate</li></ol>				HSK_Level_6	29	[29, 9]
启程	啟程	<span class="tone3">qǐ</span> <span class="tone2">chéng</span>	<ol><li>to set out on a journey</li></ol>				HSK_Level_6	29	[29, 8]
启蒙	啟蒙	<span class="tone3">qǐ</span> <span class="tone2">méng</span>	<ol><li>to instruct the young</li> <li>to initiate</li> <li>to awake sb from ignorance</li> <li>to free sb from prejudice or superstition</li> <li>primer</li> <li>enlightened</li> <li>the Enlightenment</li> <li>Western learning from the late Qing dynasty</li></ol>				HSK_Level_6	29	[29, 24]
启示	啟示	<span class="tone3">qǐ</span> <span class="tone4">shì</span>	<ol><li>to reveal</li> <li>to enlighten</li> <li>enlightenment</li> <li>revelation</li> <li>illumination</li></ol>			<span class="nobr">启事|啟事</span>	HSK_Level_6	29	[29, 8]
启事	啟事	<span class="tone3">qǐ</span> <span class="tone4">shì</span>	<ol><li>announcement (written, on billboard, letter, newspaper or website)</li> <li>to post information</li> <li>a notice</li></ol>			<span class="nobr">启示|啟示</span>	HSK_Level_6	29	[29, 4]
偿还	償還	<span class="tone2">cháng</span> <span class="tone2">huán</span>	<ol><li>to repay</li> <li>to reimburse</li></ol>				HSK_Level_6	29	[29, 4]
得不偿失	得不償失	<span class="tone2">dé</span> <span class="tone4">bù</span> <span class="tone2">cháng</span> <span class="tone1">shī</span>	<ol><li>the gains do not make up for the losses (idiom)</li></ol>				HSK_Level_6	29	[4, 4, 29, 8]
俗话	俗話	<span class="tone2">sú</span> <span class="tone4">huà</span>	<ol><li>common saying</li> <li>proverb</li></ol>				HSK_Level_6	29	[29, 2]
圈套		<span class="tone1">quān</span> <span class="tone4">tào</span>	<ol><li>trap</li> <li>snare</li> <li>trick</li></ol>				HSK_Level_6	29	[29, 23]
迟缓	遲緩	<span class="tone2">chí</span> <span class="tone3">huǎn</span>	<ol><li>slow</li> <li>sluggish</li></ol>				HSK_Level_6	29	[29, 25]
迟疑	遲疑	<span class="tone2">chí</span> <span class="tone2">yí</span>	<ol><li>to hesitate</li></ol>				HSK_Level_6	29	[29, 15]
旋律		<span class="tone2">xuán</span> <span class="tone4">lǜ</span>	<ol><li>melody</li> <li>rhythm</li></ol>				HSK_Level_6	29	[29, 13]
旋转	旋轉	<span class="tone2">xuán</span> <span class="tone3">zhuǎn</span>	<ol><li>to rotate</li> <li>to revolve</li> <li>to spin</li> <li>to whirl</li></ol>				HSK_Level_6	29	[29, 10]
耐用		<span class="tone4">nài</span> <span class="tone4">yòng</span>	<ol><li>durable</li></ol>				HSK_Level_6	29	[29, 5]
抢救	搶救	<span class="tone3">qiǎng</span> <span class="tone4">jiù</span>	<ol><li>to rescue</li></ol>				HSK_Level_6	29	[29, 16]
繁殖		<span class="tone2">fán</span> <span class="tone2">zhí</span>	<ol><li>to breed</li> <li>to reproduce</li> <li>to propagate</li></ol>				HSK_Level_6	29	[29, 28]
黎明		<span class="tone2">lí</span> <span class="tone2">míng</span>	<ol><li>dawn</li> <li>daybreak</li></ol>				HSK_Level_6	29	[29, 1]
侦探	偵探	<span class="tone1">zhēn</span> <span class="tone4">tàn</span>	<ol><li>detective</li> <li>to do detective work</li></ol>				HSK_Level_6	29	[29, 19]
慈善		<span class="tone2">cí</span> <span class="tone4">shàn</span>	<ol><li>benevolent</li> <li>charitable</li></ol>				HSK_Level_6	29	[29, 13]
起码	起碼	<span class="tone3">qǐ</span> <span class="tone3">mǎ</span>	<ol><li>at the minimum</li> <li>at the very least</li></ol>				HSK_Level_6	30	[2, 30]
高峰		<span class="tone1">gāo</span> <span class="tone1">fēng</span>	<ol><li>peak</li> <li>summit</li> <li>height</li></ol>				HSK_Level_6	30	[2, 30]
开朗	開朗	<span class="tone1">kāi</span> <span class="tone3">lǎng</span>	<ol><li>spacious and well-lit</li> <li>open and clear</li> <li>to open out (onto a wider vista)</li> <li>optimistic</li> <li>cheerful</li> <li>carefree</li> <li>easy-going</li> <li>open-minded</li></ol>				HSK_Level_6	30	[3, 30]
无赖	無賴	<span class="tone2">wú</span> <span class="tone4">lài</span>	<ol><li>hoodlum</li> <li>rascal</li> <li>rogue</li> <li>rascally</li> <li>scoundrelly</li></ol>				HSK_Level_6	30	[3, 30]
信赖	信賴	<span class="tone4">xìn</span> <span class="tone4">lài</span>	<ol><li>to trust</li> <li>to have confidence in</li> <li>to have faith in</li> <li>to rely on</li></ol>				HSK_Level_6	30	[4, 30]
告辞	告辭	<span class="tone4">gào</span> <span class="tone2">cí</span>	<ol><li>to say goodbye</li> <li>to take one's leave</li></ol>				HSK_Level_6	30	[6, 30]
无理取闹	無理取鬧	<span class="tone2">wú</span> <span class="tone3">lǐ</span> <span class="tone3">qǔ</span> <span class="tone4">nào</span>	<ol><li>to make trouble without reason (idiom); to be deliberately provocative</li></ol>				HSK_Level_6	30	[3, 2, 8, 30]
据悉	據悉	<span class="tone4">jù</span> <span class="tone1">xī</span>	<ol><li>according to reports</li> <li>it is reported (that)</li></ol>				HSK_Level_6	30	[8, 30]
适宜	適宜	<span class="tone4">shì</span> <span class="tone2">yí</span>	<ol><li>suitable</li> <li>appropriate</li></ol>				HSK_Level_6	30	[11, 30]
倒闭	倒閉	<span class="tone3">dǎo</span> <span class="tone4">bì</span>	<ol><li>to go bankrupt</li> <li>to close down</li></ol>				HSK_Level_6	30	[13, 30]
灵魂	靈魂	<span class="tone2">líng</span> <span class="tone2">hún</span>	<ol><li>soul</li> <li>spirit</li></ol>				HSK_Level_6	30	[13, 30]
依赖	依賴	<span class="tone1">yī</span> <span class="tone4">lài</span>	<ol><li>to depend on</li> <li>to be dependent on</li></ol>				HSK_Level_6	30	[13, 30]
配偶		<span class="tone4">pèi</span> <span class="tone3">ǒu</span>	<ol><li>consort</li> <li>mate</li> <li>spouse</li></ol>				HSK_Level_6	30	[14, 30]
兴隆	興隆	<span class="tone1">xīng</span> <span class="tone2">lóng</span>	<ol><li>prosperous</li> <li>thriving</li> <li>flourishing</li></ol>				HSK_Level_6	30	[15, 30]
致辞	致辭	<span class="tone4">zhì</span> <span class="tone2">cí</span>	<ol><li>to express in words or writing</li> <li>to make a speech (esp. short introduction, vote of thanks, afterword, funeral homily etc)</li> <li>to address (an audience)</li> <li>same as 致詞|致词</li></ol>				HSK_Level_6	30	[15, 30]
封闭	封閉	<span class="tone1">fēng</span> <span class="tone4">bì</span>	<ol><li>to seal</li> <li>to close</li> <li>to confine</li> <li>to seal off</li> <li>to close down</li> <li>sealed</li> <li>confined</li> <li>closed</li> <li>unreceptive</li></ol>				HSK_Level_6	30	[16, 30]
缺陷		<span class="tone1">quē</span> <span class="tone4">xiàn</span>	<ol><li>defect</li> <li>flaw</li> <li>physical defect</li></ol>				HSK_Level_6	30	[20, 30]
舰艇	艦艇	<span class="tone4">jiàn</span> <span class="tone3">tǐng</span>	<ol><li>warship</li> <li>naval vessel</li></ol>				HSK_Level_6	30	[20, 30]
残疾	殘疾	<span class="tone2">cán</span> <span class="tone2">jí</span>	<ol><li>disabled</li> <li>handicapped</li> <li>deformity on a person or animal</li></ol>				HSK_Level_6	30	[24, 30]
粉碎		<span class="tone3">fěn</span> <span class="tone4">suì</span>	<ol><li>to crush</li> <li>to smash</li> <li>to shatter</li></ol>				HSK_Level_6	30	[26, 30]
症状	症狀	<span class="tone4">zhèng</span> <span class="tone4">zhuàng</span>	<ol><li>symptom (of an illness)</li></ol>				HSK_Level_6	30	[30, 11]
陷害		<span class="tone4">xiàn</span> <span class="tone4">hài</span>	<ol><li>to entrap</li> <li>to set up</li> <li>to frame (up)</li> <li>to make false charges against</li></ol>				HSK_Level_6	30	[30, 14]
陷入		<span class="tone4">xiàn</span> <span class="tone4">rù</span>	<ol><li>to sink into</li> <li>to get caught up in</li> <li>to land in (a predicament)</li></ol>				HSK_Level_6	30	[30, 3]
闭塞	閉塞	<span class="tone4">bì</span> <span class="tone4">sè</span>	<ol><li>to stop up</li> <li>to close up</li> <li>hard to get to</li> <li>out of the way</li> <li>inaccessible</li> <li>unenlightened</li> <li>blocking</li></ol>				HSK_Level_6	30	[30, 25]
疾病		<span class="tone2">jí</span> <span class="tone4">bìng</span>	<ol><li>disease</li> <li>sickness</li> <li>ailment</li></ol>				HSK_Level_6	30	[30, 10]
仪器	儀器	<span class="tone2">yí</span> <span class="tone4">qì</span>	<ol><li>instrument</li> <li>apparatus</li></ol>	台|臺(<span class="tone2">tái</span>)			HSK_Level_6	30	[30, 6]
仪式	儀式	<span class="tone2">yí</span> <span class="tone4">shì</span>	<ol><li>ceremony</li></ol>				HSK_Level_6	30	[30, 7]
小心翼翼		<span class="tone3">xiǎo</span> <span class="tone1">xīn</span> <span class="tone4">yì</span> <span class="tone4">yì</span>	<ol><li>cautious and solemn (idiom); very carefully</li> <li>prudent</li> <li>gently and cautiously</li></ol>				HSK_Level_6	30	[1, 3, 30, 30]
翼		<span class="tone4">yì</span>	<ol><li>wing</li> <li>area surrounding the bullseye of a target</li> <li>to assist</li> <li>one of the 28 constellations of Chinese astronomy</li></ol>			<span class="nobr">亿|億</span> <span class="nobr">亦</span>	HSK_Level_6	30	[30]
恨不得		<span class="tone4">hèn</span> <span class="tone5">bu</span> <span class="tone5">de</span>	<ol><li>wishing one could do sth</li> <li>to hate to be unable</li> <li>itching to do sth</li></ol>				HSK_Level_6	30	[30, 4, 4]
